AcademicScore,AttendanceRate,Indikator_Visual,Indikator_Auditory,Indikator_Kinestetik
0.8040457244514624,-0.2099544723635572,0.4837052055367609,0.6782217425385434,0.14718688838832467
-1.4488047904143881,-0.2099544723635572,-1.2469194866406308,-1.4553039298288504,0.14718688838832467
-0.08344084201084229,-0.05902668246763876,-0.17184687223544537,0.299788316373922,2.0800745182479514
0.8040457244514624,-0.2099544723635572,0.4837052055367609,-1.3176571122567604,-1.042946718764942
0.8040457244514624,1.1621163448720637,1.3490175516254568,-1.2144219990776928,-1.042946718764942
0.8040457244514624,-1.582025289599178,-0.38160714055193495,0.7126334469315663,-1.042946718764942
-1.4488047904143881,1.1621163448720637,-0.38160714055193495,1.056750490861791,-1.042946718764942
-1.4488047904143881,1.1621163448720637,-0.38160714055193495,-1.2832454078637379,-1.042946718764942
0.8040457244514624,-0.2099544723635572,0.4837052055367609,1.0911621952548136,0.14718688838832467
0.781289658644737,0.544684477116034,1.1505075690025637,0.25631314716204556,1.1813811400226844
-1.4488047904143881,1.1621163448720637,-0.38160714055193495,-1.0423634771125805,0.14718688838832467
0.1441198160564153,0.338873854530691,0.5110301814709838,0.9821409516775891,1.4251962654069248
0.8040457244514624,-0.2099544723635572,0.4837052055367609,0.7814568557176109,0.14718688838832467
-1.4488047904143881,1.1621163448720637,-0.38160714055193495,-1.2832454078637379,-1.042946718764942
-1.4488047904143881,-0.2099544723635572,-1.2469194866406308,1.1599856040408578,0.14718688838832467
-0.1061969078175682,0.09876146151445762,-0.16956518080328759,1.1696265180470913,1.7815685904982157
-1.4488047904143881,1.1621163448720637,-0.38160714055193495,-1.4208922254358278,0.14718688838832467
-1.4488047904143881,-0.2099544723635572,-1.2469194866406308,1.2976324216129478,0.14718688838832467
0.8040457244514624,1.1621163448720637,1.3490175516254568,-1.352068816649783,-1.042946718764942
0.8040457244514624,-0.2099544723635572,0.4837052055367609,-0.8703049551474681,0.14718688838832467
0.8040457244514624,0.8259589946493364,1.065824673776364,0.4792397575382295,1.4442498352632906
0.8040457244514624,1.1621163448720637,1.3490175516254568,1.0223387864687679,0.14718688838832467
0.8040457244514624,-0.2099544723635572,0.4837052055367609,1.1255738996478362,0.14718688838832467
0.8040457244514624,-0.2099544723635572,0.4837052055367609,1.1943973084338804,-1.042946718764942
-1.4488047904143881,-1.582025289599178,-2.1122318327293264,0.9535153776827235,0.14718688838832467
0.2579001450900441,0.30457208409980063,0.5792845652676945,-0.29530714264247987,1.4827098188622518
-0.3110015000780999,1.1552559907858857,0.28104893020280713,-0.8939064389931951,1.1898493932921805
